1.05 1.474 1
-1.628 0.403 0
0.215 2.112 2
-0.772 0.367 0
0.357 1.881 2
0.125 1.624 2
-1.032 0.265 0
1.275 0.746 1
-0.478 1.988 2
0.421 0.744 1
-0.084 1.927 2
0.812 0.611 1
0.115 2.399 2
-0.81 -0.284 0
0.38 2.506 2
0.099 1.826 2
0.147 1.708 2
-1.357 -0.722 0
0.022 1.554 2
-0.44 0.242 0
1.365 1.104 1
-0.388 2.506 2
0.969 0.336 1
1.282 1.457 1
1.622 0.888 1
1.331 0.831 1
0.061 2.431 2
-0.935 -0.735 0
-0.935 -0.332 0
0.146 1.142 1
0.579 0.629 1
-0.508 1.631 2
1.397 0.953 1
0.08 2.182 2
-1.203 0.139 0
0.838 1.641 1
1.474 0.875 1
1.023 0.862 1
-1.07 0.322 0
-1.17 0.007 0
-1.146 0.06 0
-0.961 -0.209 0
0.973 0.931 1
-0.075 1.664 2
-0.128 1.442 2
-1.324 0.309 0
0.05 2.368 2
-0.994 0.447 0
-0.024 1.837 2
0.705 0.79 1
-1.251 0.08 0
1.717 1.547 1
-0.468 1.782 2
0.54 1.852 2
-1.131 0.346 0
1.027 0.924 1
1.471 1.489 1
-0.123 2.206 2
0.943 0.663 1
0.999 1.012 1
0.82 1.343 1
-0.872 0.026 0
-0.835 -0.09 0
0.028 2.025 2
-0.778 0.118 0
-0.268 2.036 2
0.752 0.41 1
-1.094 0.065 0
0.717 0.425 1
0.276 2.369 2
0.308 1.966 2
-1.515 0.411 0
-0.391 1.944 2
0.365 2.182 2
-0.689 -0.719 0
-1.269 -0.168 0
-1.033 -0.056 0
-1.157 -0.397 0
1.012 1.34 1
0.76 0.604 1
0.637 0.618 1
0.391 1.985 2
-0.903 -0.106 0
0.183 1.649 2
0.297 1.554 2
-0.112 1.356 2
-1.066 0.34 0
-1.091 -0.013 0
0.841 2.151 2
0.05 2.199 2
0.645 2.043 2
-1.256 -0.168 0
-0.715 0.03 0
-1.188 0.49 0
0.697 0.836 1
0.784 0.145 1
-0.303 2.108 2
-0.085 2.405 2
-0.345 1.683 2
0.366 1.233 2
-0.441 1.746 2
-1.077 -0.018 0
1.072 1.013 1
0.948 1.243 1
0.567 0.908 1
-1.345 0.84 0
-0.558 0.268 0
-0.619 -0.284 0
0.624 0.226 1
0.748 1.54 1
1.064 1.189 1
1.154 0.873 1
-1.529 -0.092 0
0.267 2.026 2
-1.203 -0.191 0
-0.108 2.735 2
1.061 1.124 1
-1.134 0.189 0
-0.57 1.775 2
0.475 2.042 2
0.202 2.185 2
0.989 0.914 1
0.911 1.333 1
-0.16 1.715 2
-1.344 0.237 0
-1.005 0.02 0
-0.497 2.593 2
1.146 0.948 1
-0.981 0.257 0
1.548 1.286 1
-1.382 -0.26 0
0.771 1.317 1
0.867 1.437 1
0.844 1.208 1
-0.955 -0.084 0
1.236 0.667 1
-0.9 0.328 0
-1.059 0.592 0
0.97 1.305 1
0.717 1.228 1
1.338 1.119 1
1.662 1.153 1
1.286 0.667 1
-1.198 0.065 0
0.58 2.164 2
-0.427 2.413 2
-1.173 0.026 0
0.257 2.058 2
1.067 0.808 1
-0.081 1.785 2
-0.892 0.005 0
-0.076 1.615 2
0.908 0.599 1
1.249 1.023 1
-0.805 -0.133 0
0.348 1.07 1
-1.282 0.022 0
0.049 2.214 2
0.505 1.787 2
0.741 0.909 1
0.586 0.735 1
-1.442 -0.4 0
-1.132 0.066 0
-0.108 1.866 2
0.916 1.142 1
0.089 2.03 2
1.243 1.064 1
-1.047 0.106 0
0.673 1.598 1
0.799 0.773 1
-0.65 0.06 0
-0.325 1.598 2
-0.955 0.037 0
1.229 1.293 1
1.088 0.678 1
0.658 1.574 2
-0.762 0.481 0
-0.95 -0.329 0
0.459 2.264 2
-0.415 2.103 2
1.088 1.198 1
0.522 1.036 1
0.701 1.224 1
0.236 2.073 2
-0.896 -0.039 0
-0.89 0.307 0
-0.056 1.441 2
1.363 1.234 1
0.912 0.643 1
1.186 1.168 1
0.616 1.747 1
-0.306 1.747 2
-1.181 -0.413 0
0.948 0.905 1
1.538 1.135 1
-0.9 0.308 0
0.419 1.314 1
-1.494 0.034 0
0.533 1.299 2
-0.908 0.063 0
-0.979 -0.285 0
-1.14 0.531 0
1.28 1.266 1
0.21 1.834 2
-1.118 -0.374 0
-1.036 -0.402 0
1.086 0.718 1
-0.033 2.175 2
-0.58 0.817 0
-0.062 2.368 2
0.074 2.024 2
-0.564 2.074 2
1.023 1.129 1
-0.102 2.066 2
0.473 1.346 1
1.184 1.152 1
0.02 2.618 2
-0.879 -0.25 0
-0.0 1.193 1
-0.74 -0.179 0
0.162 1.362 2
0.938 0.929 1
0.86 2.543 2
-0.608 0.511 0
-0.454 1.767 2
0.908 1.212 1
1.151 1.605 1
1.18 0.38 1
0.605 0.791 1
0.842 1.32 1
0.819 0.662 1
-0.076 2.299 2
-0.028 1.862 2
-1.088 0.492 0
-0.246 1.692 2
1.427 1.098 1
-0.018 2.039 2
-0.543 1.712 2
-0.18 1.864 2
1.258 1.125 1
-0.156 2.258 2
-1.263 -0.349 0
1.179 1.174 1
-1.45 -0.813 0
-0.261 2.312 2
-1.256 0.147 0
-1.518 -0.614 0
-0.344 1.407 2
-1.192 -0.154 0
0.67 1.802 1
-0.846 -0.222 0
1.152 1.399 1
-1.228 0.154 0
0.028 1.814 2
-0.23 2.164 2
-0.785 -0.379 0
0.566 1.848 2
0.108 2.027 2
-0.882 0.204 0
0.598 0.748 1
0.059 1.957 2
-0.7 0.42 0
-1.248 -0.311 0
-0.751 2.101 2
0.452 2.379 2
-0.491 2.082 2
-0.192 0.143 0
-0.076 2.25 2
-0.273 2.398 2
-1.089 -0.259 0
1.604 0.815 1
-1.107 0.128 0
-1.11 -0.234 0
1.817 1.149 1
1.147 1.175 1
-1.581 -0.134 0
0.513 1.321 1
-1.203 -0.484 0
0.865 1.338 1
-0.966 -0.391 0
-1.099 -0.615 0
0.467 1.59 2
-0.496 2.18 2
0.161 1.25 2
0.197 1.175 2
-0.813 -0.699 0
1.225 0.921 1
1.117 0.701 1
0.078 2.318 2
-0.883 0.246 0
-0.212 2.35 2
-1.218 0.089 0
0.442 0.737 1
1.105 1.22 1
0.024 1.671 2
1.224 1.215 1
-0.411 -0.255 0
0.504 1.698 2
-0.176 2.172 2
0.317 2.084 2
0.91 0.717 1
-1.054 -0.119 0
-0.175 2.696 2
0.225 2.038 2
1.536 0.259 1
0.209 1.805 2
1.348 0.893 1
0.391 1.068 1
-0.865 0.512 0
-0.204 2.039 2
0.205 1.766 2
-0.76 -0.351 0
0.087 2.158 2
-1.202 -0.42 0
0.353 2.204 2
1.115 0.993 1
0.436 1.172 1
-0.706 -0.104 0
1.559 1.224 1
1.094 1.205 1
0.95 1.425 1
-0.453 1.929 2
1.121 1.117 1
-0.893 0.353 0
-1.123 -0.161 0
-0.828 0.736 0
-0.976 0.585 0
0.219 1.643 2
-0.953 -0.269 0
0.816 1.344 1
0.485 2.263 2
-1.055 0.6 0
0.003 1.676 2
1.378 0.645 1
0.008 2.024 2
0.947 0.99 1
-0.658 2.145 2
1.191 0.621 1
0.866 0.903 1
-0.123 2.181 2
-0.041 2.189 2
0.952 0.546 1
0.124 2.119 2
-0.435 0.312 0
1.242 1.13 1
1.248 1.364 1
-0.639 -0.066 0
-0.987 0.097 0
0.083 1.457 2
1.331 1.577 1
0.437 0.554 1
-0.001 2.05 2
0.277 1.972 2
-0.612 0.264 0
0.866 0.95 1
-0.02 2.648 2
-1.079 -0.024 0
1.295 1.211 1
1.178 1.325 1
-0.034 2.21 2
-0.871 -0.368 0
0.202 1.848 2
-0.915 1.852 2
0.802 1.26 1
-0.094 2.506 2
-1.234 -0.119 0
-0.847 2.227 2
-1.845 -0.188 0
0.698 1.961 2
-1.198 -0.388 0
0.205 2.412 2
0.037 1.35 2
0.92 0.872 1
1.556 0.749 1
1.499 0.673 1
-0.123 2.133 2
1.239 1.113 1
0.893 0.735 1
-0.572 -0.129 0
-0.271 1.938 2
1.106 1.591 1
-0.735 0.48 0
-1.174 -0.145 0
-1.425 -0.683 0
-0.704 -0.287 0
-1.064 -0.452 0
-0.703 -0.552 0
-0.662 -0.043 0
1.526 0.833 1
-0.077 1.86 2
-0.583 -0.108 0
-0.257 2.288 2
0.053 1.976 2
0.469 1.376 2
0.905 0.902 1
-0.825 0.019 0
-0.562 -0.242 0
1.198 1.271 1
1.021 0.401 1
-1.181 -0.116 0
-1.106 0.011 0
-0.247 1.925 2
0.204 2.275 2
0.51 1.461 1
1.105 0.616 1
-1.104 0.304 0
-0.406 1.65 2
-1.001 -0.021 0
-1.533 -0.249 0
1.307 1.224 1
1.219 0.775 1
-0.854 -0.114 0
0.536 0.827 1
1.163 0.994 1
-0.223 2.065 2
-0.175 1.996 2
-0.584 1.829 2
-0.553 -0.424 0
1.473 1.333 1
-0.968 0.03 0
1.166 0.99 1
1.029 1.282 1
-1.197 0.129 0
0.062 2.209 2
1.034 0.968 1
-0.98 0.28 0
0.677 0.834 1
-1.545 -0.115 0
-1.089 0.176 0
-0.067 2.507 2
-0.19 2.262 2
0.215 1.786 2
-0.084 2.369 2
-0.835 0.049 0
0.151 2.047 2
0.634 0.992 1
-1.2 -0.289 0
-0.882 0.252 0
0.399 1.912 2
1.082 1.281 1
0.188 2.026 2
1.037 0.997 1
-0.459 2.543 2
0.758 1.087 1
-0.589 1.949 2
1.389 0.951 1
0.877 0.823 1
0.753 1.234 1
-1.191 0.275 0
-0.859 0.079 0
1.372 1.152 1
-0.807 -0.057 0
0.789 0.987 1
0.151 1.879 2
1.154 1.67 1
-0.305 1.368 2
-1.047 0.483 0
1.177 1.098 1
-1.005 0.239 0
-0.923 -0.409 0
-1.105 0.313 0
-1.154 0.023 0
1.355 1.149 1
0.051 2.323 2
-0.979 0.189 0
-1.084 -0.098 0
0.677 1.128 1
-0.537 1.722 2
0.836 1.548 1
-0.84 -0.034 0
-0.721 0.136 0
-1.306 0.559 0
0.886 0.486 1
-0.064 2.45 2
-0.101 2.019 2
-0.062 1.923 2
-0.753 -0.02 0
0.85 0.759 1
0.915 0.336 1
-1.19 -0.064 0
-1.264 -0.051 0
-0.931 -0.112 0
-0.896 0.408 0
-0.743 0.058 0
-0.852 -0.304 0
-0.854 0.389 0
-0.967 0.049 0
0.841 1.642 2
1.396 0.989 1
-0.488 2.248 2
-1.096 0.084 0
-0.451 1.748 2
0.727 0.826 1
-1.056 -0.058 0
-1.08 -0.138 0
-1.408 0.352 0
-1.091 0.043 0
-0.883 2.104 2
0.557 1.393 1
-0.984 -0.133 0
1.345 1.425 1
0.12 1.37 1
1.389 0.798 1
1.012 1.817 1
0.132 2.47 2
-0.501 -0.085 0
-0.741 -0.475 0
-0.392 2.5 2
1.742 0.863 1
0.94 0.876 1
0.252 1.931 2
-0.723 -0.228 0
0.089 1.576 2
-1.019 0.058 0
1.379 0.566 1
0.101 2.248 2
0.126 1.89 2
-1.038 -0.044 0
0.983 1.085 1
0.95 1.146 1
-0.715 -0.071 0
1.014 0.859 1
0.941 0.905 1
0.885 0.712 1
-1.141 -0.01 0
0.248 1.411 2
-0.182 1.514 2
-1.157 -0.097 0
0.505 2.169 2
0.909 0.38 1
1.011 0.856 1
-0.639 -0.205 0
0.217 2.147 2
-0.658 -0.161 0
0.11 2.183 2
1.537 1.219 1
1.162 1.401 1
-0.039 2.457 2
0.91 1.315 1
0.263 1.856 2
0.81 0.812 1
-1.029 0.26 0
-0.957 -0.431 0
-0.445 -0.45 0
0.063 1.603 2
-0.77 0.1 0
-0.316 2.052 2
0.852 1.078 1
-0.725 0.292 0
1.056 1.232 1
0.316 2.35 2
-1.221 -0.292 0
1.048 0.848 1
0.63 1.765 2
-0.359 1.558 2
-0.829 0.377 0
0.565 1.208 1
0.543 0.819 1
1.214 0.73 1
0.922 1.311 1
0.096 2.319 2
1.139 1.389 1
1.095 1.076 1
1.551 0.98 1
1.105 1.709 1
-0.294 1.844 2
0.548 1.008 1
-0.913 -0.359 0
-0.06 1.877 2
1.479 1.076 1
0.151 0.925 1
-1.061 -0.089 0
-0.518 0.221 0
0.298 2.401 2
1.173 1.109 1
-0.334 1.807 2
-0.919 0.015 0
-1.152 -0.106 0
-1.096 -0.135 0
0.457 0.996 1
-0.1 2.064 2
0.253 2.166 2
-0.325 2.174 2
1.22 0.821 1
0.873 0.32 1
-0.966 -0.431 0
1.274 0.883 1
-0.341 1.467 2
0.287 2.346 2
-0.452 0.277 0
-0.722 0.296 0
-1.288 0.206 0
-1.276 -0.975 0
0.931 1.276 1
-0.658 0.163 0
-0.523 -0.125 0
0.303 2.688 2
-0.644 0.042 0
1.236 0.594 1
0.741 1.188 1
0.898 0.74 1
0.336 1.865 2
1.727 0.812 1
-1.276 0.504 0
0.476 1.277 1
0.96 1.479 1
1.042 0.944 1
0.482 2.927 2
-1.431 0.256 0
0.383 1.797 2
-0.013 1.973 2
-1.077 0.08 0
0.995 0.324 1
-0.779 0.272 0
0.174 1.782 2
-1.474 -0.08 0
1.332 1.508 1
-0.193 1.695 2
-1.107 0.383 0
0.873 1.728 1
-0.625 -0.245 0
0.325 2.112 2
-1.367 0.042 0
0.989 0.927 1
0.795 1.637 1
1.106 0.915 1
0.04 1.707 2
-1.329 -0.117 0
0.939 0.969 1
-1.223 -0.24 0
0.065 2.102 2
-1.308 0.261 0
-0.581 0.6 0
0.129 1.6 2
0.234 2.191 2
-0.147 2.022 2
0.742 1.208 1
0.348 2.335 2
0.18 1.898 2
-0.501 0.31 0
-0.036 2.418 2
-1.221 0.349 0
0.026 2.411 2
-0.586 -0.083 0
1.533 0.621 1
-0.861 0.277 0
0.285 1.43 1
-0.528 0.249 0
-0.039 2.045 2
0.08 2.022 2
0.18 1.545 2
-0.392 2.071 2
-1.077 0.062 0
0.878 0.961 1
-0.9 0.424 0
-0.434 0.061 0
-0.476 -0.163 0
-1.291 -0.384 0
-0.715 0.271 0
0.764 1.986 2
-0.76 0.347 0
0.546 2.029 2
1.176 1.6 1
1.113 1.285 1
0.763 1.028 1
0.969 0.533 1
-1.039 -0.049 0
0.026 2.339 2
-1.394 -0.692 0
-0.827 0.413 0
0.268 2.242 2
0.536 0.983 1
-0.416 1.497 2
0.15 1.547 2
0.656 1.948 2
-0.598 0.012 0
-0.019 1.992 2
0.501 2.232 2
0.945 1.569 1
1.159 0.927 1
-0.105 2.773 2
0.016 1.859 2
0.16 2.065 2
-1.127 0.034 0
-1.414 0.434 0
-0.452 1.393 2
0.583 1.441 1
0.796 0.559 1
0.188 2.396 2
-0.409 0.256 0
0.195 1.937 2
-0.297 2.027 2
-0.571 0.483 0
-1.191 0.09 0
0.98 0.781 1
0.458 0.904 1
0.067 2.051 2
-0.639 -0.283 0
-0.891 0.397 0
1.248 0.342 1
1.078 0.774 1
-0.096 1.684 2
0.767 0.964 1
-1.118 -0.685 0
-0.516 1.992 2
0.843 0.742 1
0.597 1.332 1
-1.336 -0.886 0
-0.492 -0.3 0
0.664 1.278 1
0.732 1.202 1
-1.477 0.041 0
-0.172 2.112 2
0.88 0.878 1
-0.238 1.598 2
0.954 0.768 1
0.032 1.538 2
-0.928 0.093 0
-0.05 1.9 2
1.595 0.83 1
0.04 1.757 2
0.118 2.037 2
1.254 1.014 1
-1.036 -0.26 0
-0.962 0.411 0
1.199 1.148 1
-0.086 1.283 2
0.141 1.808 2
-1.442 0.001 0
-1.609 0.033 0
1.681 1.018 1
-0.409 0.189 0
-0.237 2.016 2
-1.08 0.138 0
-0.382 2.38 2
-0.389 0.291 0
0.331 1.429 2
-1.057 0.237 0
-0.859 -0.336 0
1.358 0.665 1
1.391 0.81 1
-1.001 -0.026 0
-0.983 2.722 2
0.09 2.383 2
-0.221 -0.433 0
0.764 1.269 1
-0.571 0.22 0
-0.477 2.509 2
-1.123 0.02 0
-0.003 2.291 2
-0.035 2.283 2
0.933 0.743 1
-0.855 0.41 0
1.057 0.947 1
-1.287 0.281 0
-0.187 1.806 2
-1.34 -0.017 0
-0.677 0.006 0
0.81 1.259 1
1.37 0.927 1
-0.973 -0.089 0
-1.238 -0.176 0
1.222 1.013 1
-0.647 1.546 2
1.095 1.147 1
0.127 2.152 2
-1.146 -0.606 0
0.14 1.677 2
-1.188 -0.316 0
0.612 1.395 2
-0.017 1.402 2
-0.23 2.151 2
0.128 2.254 2
0.343 2.123 2
0.744 0.921 1
-0.49 2.616 2
1.274 1.046 1
-0.035 2.153 2
0.324 2.216 2
0.929 0.916 1
0.214 1.716 2
-0.882 -0.021 0
-0.213 1.844 2
-0.469 1.894 2
1.412 1.155 1
-1.365 -0.531 0
-0.247 1.902 2
-0.507 1.554 2
-1.009 0.653 0
0.895 1.412 1
-1.334 0.27 0
-1.16 0.082 0
0.356 2.713 2
-0.782 0.045 0
1.045 0.647 1
-0.152 1.781 2
0.16 1.855 2
0.207 1.504 2
1.053 0.708 1
-1.254 0.163 0
0.636 1.218 1
0.905 1.278 1
0.057 2.365 2
-0.617 0.506 0
0.871 0.782 1
-0.204 2.04 2
-0.999 -0.179 0
1.235 0.406 1
1.283 1.23 1
1.045 0.617 1
-0.65 0.039 0
-1.052 0.369 0
0.604 1.05 1
-0.111 1.63 2
0.256 2.047 2
-0.772 -0.42 0
-0.938 0.05 0
-0.369 1.646 2
1.252 1.5 1
1.296 1.029 1
-1.272 0.053 0
-0.034 2.21 2
0.33 1.746 2
0.007 0.081 0
-0.809 0.487 0
1.24 1.061 1
1.151 1.211 1
-1.141 -0.256 0
1.059 0.834 1
0.054 1.988 2
-0.299 1.584 2
0.868 0.623 1
0.025 1.492 2
1.284 0.652 1
-0.318 2.26 2
-0.066 1.784 2
0.685 0.939 1
-1.222 -0.377 0
0.219 1.582 2
-0.327 1.411 2
1.844 0.521 1
-0.246 2.358 2
0.204 2.313 2
-0.584 2.395 2
-0.78 0.212 0
-1.14 0.328 0
0.517 1.223 1
-1.125 -0.206 0
1.395 1.224 1
-0.99 0.846 0
-1.102 -0.254 0
0.592 0.854 1
-0.285 0.108 0
-0.337 1.784 2
0.497 1.683 2
0.631 0.988 1
1.292 0.619 1
-0.911 -0.386 0
-0.458 1.742 2
1.279 0.979 1
0.062 2.089 2
-0.947 -0.185 0
0.081 1.676 2
0.461 2.734 2
-1.272 -0.063 0
-0.972 -0.567 0
-1.306 0.214 0
-0.145 2.122 2
-1.142 0.126 0
-1.176 -0.145 0
-0.012 2.097 2
0.129 1.907 2
1.129 1.332 1
-0.818 0.12 0
-0.044 2.048 2
-0.14 2.023 2
-0.947 -0.358 0
0.956 1.146 1
1.442 1.232 1
1.71 1.367 1
0.91 1.111 1
0.409 1.413 2
-0.009 1.917 2
0.023 2.046 2
-0.882 -0.253 0
0.079 2.087 2
1.293 1.0 1
0.629 1.181 1
-0.401 2.247 2
-1.379 -0.265 0
-1.359 0.551 0
1.273 0.936 1
0.147 1.961 2
-0.678 -0.167 0
-0.138 2.281 2
-0.895 -0.394 0
0.606 0.874 1
0.443 1.506 1
-0.646 0.092 0
0.912 1.131 1
-0.797 -0.085 0
-0.304 2.215 2
0.391 1.54 1
-0.513 2.565 2
1.023 0.719 1
0.313 0.349 1
-1.178 -0.221 0
1.328 0.812 1
0.32 1.363 1
-0.361 1.946 2
1.071 0.954 1
0.098 2.003 2
-0.878 -0.069 0
0.062 1.552 2
0.981 1.245 1
0.665 0.996 1
0.945 0.931 1
-0.09 1.768 2
0.761 1.267 1
-0.705 -0.497 0
-0.819 0.092 0
-0.012 1.431 2
-0.278 2.019 2
-0.917 0.267 0
-0.28 2.359 2
0.567 0.576 1
-0.085 2.625 2
0.912 0.726 1
-0.139 1.677 2
1.856 0.928 1
0.237 1.773 2
-0.951 0.177 0
0.558 2.207 2
0.58 1.942 2
0.469 1.875 2
0.692 1.116 1
0.153 1.465 2
-1.185 -0.432 0
-1.438 -0.25 0
-1.207 -0.409 0
0.739 0.805 1
0.011 2.308 2
1.472 1.298 1
1.173 1.237 1
-1.058 0.121 0
0.268 1.661 2
-0.535 2.326 2
0.815 1.425 1
-0.666 1.866 2
0.268 1.699 2
-1.33 0.058 0
0.644 0.871 1
-0.415 -0.119 0
0.886 0.695 1
-1.152 0.018 0
0.828 0.822 1
1.095 1.225 1
0.077 1.88 2
-0.425 0.31 0
0.845 1.025 1
0.325 1.999 2
-0.381 1.204 2
-0.934 -0.217 0
0.186 2.275 2
-1.135 -0.282 0
0.434 2.236 2
-1.862 0.093 0
0.035 2.107 2
-0.764 0.22 0
0.227 1.995 2
0.189 1.847 2
0.933 1.158 1
-1.522 -0.187 0
0.328 1.808 2
-0.34 1.737 2
-0.139 1.618 2
-1.234 0.077 0
-1.234 0.511 0
-0.808 -0.622 0
-0.336 1.957 2
-0.9 -0.142 0
-0.285 1.783 2
0.642 1.74 2
1.076 1.003 1
-0.897 -0.087 0
1.068 0.69 1
1.095 1.486 1
-0.953 0.077 0
-1.462 0.29 0
0.242 1.133 1
-0.851 -0.433 0
-0.509 1.76 2
0.331 0.896 1
-1.506 0.266 0
0.569 0.725 1
0.934 0.95 1
1.238 1.07 1
1.098 0.93 1
-0.972 0.173 0
-0.423 -0.062 0
0.912 1.052 1
1.072 1.264 1
0.866 1.513 1
-0.113 2.21 2
-1.271 -0.405 0
-0.051 2.338 2
0.334 2.051 2
0.947 0.762 1
0.52 1.782 2
1.197 0.467 1
1.052 0.556 1
0.364 1.687 2
0.56 1.676 2
-0.229 1.562 2
-0.025 1.111 2
1.281 0.783 1
-0.733 0.01 0
-0.477 0.156 0
1.082 1.427 1
0.96 1.073 1
1.183 0.672 1
0.92 1.174 1
-0.305 2.321 2
-0.152 1.782 2
-0.405 2.437 2
-0.975 0.16 0
-0.042 1.615 2
-0.167 2.198 2
-1.188 0.499 0
1.104 0.493 1
1.874 1.364 1
-1.296 -0.436 0
1.241 0.915 1
0.166 1.894 2
0.927 0.815 1
1.302 1.382 1
0.299 2.217 2
0.693 1.429 1
0.774 0.646 1
-0.767 0.51 0
-1.37 -0.341 0
1.457 0.982 1
-1.179 0.09 0
-0.878 0.303 0
-1.022 0.018 0
0.499 2.851 2
0.802 1.627 1
1.163 1.123 1
0.697 1.077 1
-0.797 0.029 0
1.077 0.655 1
-0.461 -0.079 0
0.244 1.168 2
-0.426 2.025 2
1.058 0.999 1
-1.252 0.131 0
1.066 1.367 1
-0.967 0.467 0
-0.805 -0.255 0
0.937 1.148 1
0.487 1.033 1
0.64 1.033 1
0.561 1.088 1
0.58 2.059 2
-0.716 -0.677 0
0.975 0.764 1
-0.888 0.484 0
-1.324 0.505 0
-0.452 -0.001 0
-0.322 2.359 2
0.582 0.962 1
1.093 0.737 1
-0.09 2.092 2
0.911 0.959 1
-1.017 -0.069 0
-0.885 -0.402 0
0.589 1.786 2
-1.264 -0.442 0
-0.129 2.441 2
-1.538 0.151 0
0.053 1.608 2
-0.914 0.2 0
0.063 1.912 2
-0.571 0.15 0
0.814 0.77 1
1.323 1.123 1
-1.58 0.095 0
-1.091 -0.541 0
-0.1 1.907 2
0.719 1.043 1
-1.101 -0.079 0
-1.16 -0.258 0
0.957 0.539 1
0.249 2.11 2
0.9 0.811 1
-0.495 1.887 2
0.11 2.12 2
1.046 0.388 1
0.588 0.841 1
-0.078 2.211 2
0.776 0.732 1
-1.385 0.338 0
1.321 0.984 1
-0.548 2.275 2
-1.086 -0.208 0
0.769 0.955 1
-0.473 0.214 0
-1.049 -0.005 0
-1.056 -0.352 0
1.147 0.896 1
-0.37 -0.323 0
0.836 1.61 1
-1.355 -0.182 0
0.849 1.459 1
0.17 2.277 2
0.147 1.833 2
-0.078 2.526 2
0.344 1.884 2
0.689 1.0 1
-0.844 -0.109 0
-1.174 -0.352 0
-0.985 0.275 0
-0.832 0.155 0
0.128 1.473 2
-0.571 -0.03 0
0.865 0.803 1
0.993 0.681 1
-1.646 -0.644 0
-1.12 -0.476 0
-0.953 -0.198 0
0.129 1.97 2
0.611 0.781 1
1.19 1.005 1
0.8 1.235 1
-1.283 -0.174 0
-0.645 -0.187 0
0.856 1.252 1
1.089 0.913 1
1.146 1.051 1
-1.176 -0.242 0
-1.284 0.221 0
0.429 1.867 2
-1.07 0.01 0
-1.289 0.162 0
-1.261 -0.213 0
-0.193 1.759 2
1.182 1.039 1
0.263 1.992 2
1.552 0.893 1
0.311 1.685 2
1.353 1.531 1
-1.241 0.454 0
-0.622 0.538 0
-1.009 -0.109 0
-1.023 0.004 0
0.088 2.029 2
-0.73 -0.424 0
0.484 2.162 2
-0.551 2.312 2
-0.326 2.228 2
0.654 2.033 2
0.808 0.586 1
-1.37 -0.3 0
0.895 1.153 1
1.02 1.537 1
-0.608 0.12 0
0.537 1.632 2
-0.597 0.17 0
-0.64 -0.667 0
1.273 1.449 1
-0.676 0.043 0
0.861 1.143 1
-1.305 0.382 0
0.829 0.855 1
-0.384 -0.273 0
-1.196 0.5 0
0.273 1.55 2
-0.229 1.871 2
0.766 1.22 1
-0.564 -0.183 0
0.665 0.729 1
1.398 1.143 1
1.194 0.784 1
-1.36 0.191 0
-0.096 1.826 2
0.352 1.981 2
-1.495 0.095 0
-1.204 -0.291 0
0.106 2.046 2
0.144 1.614 2
1.527 1.801 1
-0.213 1.788 2
-0.338 0.322 0
1.159 0.538 1
-0.407 -0.138 0
